Map_Id	Map_Label	Parent_id	Parent_Area	NGI_POLYGON_ID	Geo_PolygonID	LOGICAL_GROUPING	MISSING_SHAPE_FILE	Level	Old ΧΕ Area ID
137-141	Ελαιώνας (Πέτρου Ράλλη - Ιερά Οδός)	137	Αιγάλεω 		141			4	403
366	Ελασσόνα	8	Ν. Λάρισας	4208000				3	832
1042	Ελαφόνησος	9	Ν. Λακωνίας	1661000				3	830
702-379	Ελευθερούπολη	702	Νέα Ιωνία		379			4	412
375	Ελευσίνα	57	Υπόλοιπο Αττικής	9701000				3	805
110-18	Ελιά	110	Άγιος Δημήτριος		18			4	301
377	Ελληνικό	61	 Κεντρικά & Νότια Προάστια	9915000				3	311
59-69	Ελληνορώσων	59	 Κέντρο Αθήνας		69			3	112
59-15	Εμπορικό Τρίγωνο - Πλάκα	59	 Κέντρο Αθήνας		708			3	NO
59-26-93	Εξάρχεια	59-26	Μουσείο - Εξάρχεια - Νεάπολη		93			4	113
385	Επίδαυρος	42	Ν. Αργολίδας	1105000				3	802
165-165	Εργατικές Πολυκατοικίες 	165	Μαρούσι		165			4	215
710-395	Εργατικές Πολυκατοικίες (Κηφισός)	710	Νέα Φιλαδέλφεια		395			4	413
710-396	Εργατικές Πολυκατοικίες (Όρια Νέας Ιωνίας)	710	Νέα Φιλαδέλφεια		396			4	413
388	Ερέτρια	23	Ν. Ευβοίας	0411000				3	812
392	Ερμιόνη	42	Ν. Αργολίδας	1106000				3	802
119-11	ΕΡΤ	119	Αγία Παρασκευή 		11			4	201
394	Έρυθρές	57	Υπόλοιπο Αττικής	9705000				3	805
59-6-48	Ερυθρός	59-6	Αμπελόκηποι		48			4	107
137-143	Εσταυρωμένος 	137	Αιγάλεω 		143			4	403
63-434	Ευαγγελίστρια	63	 Πειραιάς		434			3	506
475-314	Ευαγγελίστρια	475	Καλλιθέα		314			4	316
722-417	Ευαγγελίστρια	722	Νίκαια 		417			4	606
518-327	Ευγένεια	518	Κερατσίνι 		327			4	603
1123-486	Εύξεινος Πόντος	1123	Σταμάτα		486			4	223
401	Ευπάλιο	6	Ν. Φωκίδας	0707000				3	849
34	Ζάκυνθος	99	 Νησιά Ιονίου	21000000 				2	814
59-79	Ζάππειο	59	 Κέντρο Αθήνας		79			3	151
413	Ζαχάρω	44	Ν. Ηλείας	1411000				3	815
415	Ζεφύρι	62	 Κεντρικά & Δυτικά Προάστια 	9706000				3	407
522-338	Ζηρίνειο	522	Κηφισιά		338			4	212
706-126	Ζούμπερι	706	Νέα Μάκρη		649			4	805
195-193	Ζοφριά	195	Άνω Λιόσια		193			4	404
417	Ζωγράφου	61	 Κεντρικά & Νότια Προάστια	9916000				3	312
1068-355	Ζώνη Χονδρεμπορίου 	1068	Κρυονέρι		355			4	805
63-449	Ζωοδόχος Πηγή	63	 Πειραιάς		449			3	504
298-240	Ζωοδόχος Πηγή	298	Βύρωνας		240			4	308
454-666	Ζωοδόχος Πηγή	454	Ίλιον (Νέα Λιόσια)		666			4	409
418	Ηγουμενίτσα	53	Ν.Θεσπρωτίας	3201000				3	818
419	Ηλιούπολη	61	 Κεντρικά & Νότια Προάστια	9917000				3	313
119-16	Ηπείρου	119	Αγία Παρασκευή 		12			4	201
59-3-42	Ηπείρου	59-3	Άγιος Κωνσταντίνος - Πλατεία Βάθης		42			4	141
425-307	Ηπειρώτικα	425	Ηράκλειο 		307			4	211
165-178	Ηπειρώτικα	165	Μαρούσι		178			4	215
1045	Ηράκλεια	36	Κυκλάδες	8264000				2	829
424	Ηράκλειο	10	Ν. Ηρακλείου	9101000				3	817
425	Ηράκλειο 	60	 Βόρεια & Ανατολικά Προάστια	9918000				3	211
427	Θάσος	43	Ν. Καβάλας	5504000				3	821
433	Θέρμο	7	Ν. Αιτωλοακαρνανίας	0112000				3	801
439	Θήβα	38	Ν. Βοιωτίας	0310000				3	807
59-80	Θησείο	59	 Κέντρο Αθήνας		80			3	114
583-101	Θορικό	583	Λάυριο		625			4	805
1048	Θρακομακεδόνες	62	 Κεντρικά & Δυτικά Προάστια 	9870000				3	408
1099-31	Θυμάρι 	1099	Παλαιά Φώκαια		555			4	805
448	Ιεράπετρα	39	Ν. Λασιθίου	9202000				3	831
137-152	Ιεράπολη 	137	Αιγάλεω 		152			4	403
451	Ιθάκη	99	 Νησιά Ιονίου	2304000				2	825
454	Ίλιον (Νέα Λιόσια)	62	 Κεντρικά & Δυτικά Προάστια 	9919000				3	409
59-18	Ιλίσια	59	 Κέντρο Αθήνας		709			3	115
59-18-81	Ιλίσια	59-18	Ιλίσια		81			4	115
417-290	Ιλίσια 	417	Ζωγράφου		290			4	115
702-381	Ινέπολη	702	Νέα Ιωνία		381			4	412
608-356	Ινστιντούτο Αμπέλου	608	Λυκόβρυση 		356			4	214
450	Ίος	36	Κυκλάδες	8208000				2	829
59-13-65	Ιπποκράτειο	59-13	Γουδή		65			4	111
1025-98	Ιπποκράτειος Πολιτεία (Αγία Τριάδα)	1025	Αφίδνες		622			4	805
59-26-95	Ιπποκράτους	59-26	Μουσείο - Εξάρχεια - Νεάπολη		95			4	131
457	Ιστιαία	23	Ν. Ευβοίας	0412000				3	812
460	Ιτέα	6	Ν. Φωκίδας	0708000				3	849
461	Ιωάννινα	3	Ν. Ιωαννίνων	3301000				3	820
1002	Κ. Αβδέλλας 	24	Ν. Γρεβενών	5161000				3	808
1007	Κ. Αγκίστρου 	15	Ν. Σερρών	6261000				3	845
1008	Κ. Αετομηλίτσης 	3	Ν. Ιωαννίνων	3361000				3	820
1009	Κ. Αθαμανών 	45	Ν. Καρδίτσας	4161000				3	822
1010	Κ. Αλέας 	42	Ν. Αργολίδας	1161000				3	802
1011	Κ. Αμαξάδων 	28	Ν. Ροδόπης	7361000				3	843
1012	Κ. Αμπελακίων 	8	Ν. Λάρισας	4261000				3	832
1013	Κ. Ανάβρας 	41	Ν. Μαγνησίας	4361000				3	835
1019	Κ. Αντίκυρας 	38	Ν. Βοιωτίας	0361000				3	807
1021	Κ. Άνω Βροντούς 	15	Ν. Σερρών	6262000				3	845
1022	Κ. Αρρένων 	33	Ν. Καστοριάς	5661000				3	823
1023	Κ. Ασή Γωνιάς 	30	Ν. Χανίων	9461000				3	851
1024	Κ. Ασπροποτάμου 	54	Ν. Τρικάλων	4461000				3	846
1026	Κ. Αχλαδόκαμπου 	42	Ν. Αργολίδας	1162000				3	802
1027	Κ. Αχλαδοχωρίου 	15	Ν. Σερρών	6263000				3	845
1028	Κ. Βαθυπέδου 	3	Ν. Ιωαννίνων	3362000				3	820
1029	Κ. Βαρικού	21	Ν. Φλώρινας	6361000				3	848
1031	Κ. Βερδικούσσης 	8	Ν. Λάρισας	4262000				3	832
1032	Κ. Βλάστης 	16	Ν. Κοζάνης	5861000				3	827
1033	Κ. Βοβούσης 	3	Ν. Ιωαννίνων	3363000				3	820
1037	Κ. Διστράτου 	3	Ν. Ιωαννίνων	3364000				3	820
1039	Κ. Δοτσικού 	24	Ν. Γρεβενών	5162000				3	808
1046	Κ. Θεοδωριανών 	46	Ν. Άρτας	3161000				3	804
1047	Κ. Θερμών 	49	Ν. Ξάνθης	7261000				3	837
1051	Κ. Καλαρίτων 	3	Ν. Ιωαννίνων	3365000				3	820
1052	Κ. Καλεντζίου 	20	Ν. Αχαΐας	1361000				3	806
1054	Κ. Καρυάς 	8	Ν. Λάρισας	4263000				3	832
1055	Κ. Καρυών 	9	Ν. Λακωνίας	1662000				3	830
1057	Κ. Καστρακίου 	33	Ν. Καστοριάς	5663000				3	823
1058	Κ. Καφηρέως 	23	Ν. Ευβοίας	0461000				3	812
1059	Κ. Κεραμιδίου 	41	Ν. Μαγνησίας	4362000				3	835
1060	Κ. Κέχρου 	28	Ν. Ροδόπης	7362000				3	843
1062	Κ. Κομμένου 	46	Ν. Άρτας	3162000				3	804
1063	Κ. Κοσμά 	32	Ν. Αρκαδίας	1261000				3	803
1064	Κ. Κοτύλης 	49	Ν. Ξάνθης	7262000				3	837
1067	Κ. Κρανέας 	22	Ν. Πρέβεζας	3461000				3	841
1069	Κ. Κρυσταλλοπηγής 	21	Ν. Φλώρινας	6362000				3	848
1070	Κ. Κυριακίου 	38	Ν. Βοιωτίας	0362000				3	807
1071	Κ. Λάβδανης 	3	Ν. Ιωαννίνων	3366000				3	820
1072	Κ. Λεοντίου 	20	Ν. Αχαΐας	1362000				3	806
1073	Κ. Λεχόβου 	21	Ν. Φλώρινας	6363000				3	848
1074	Κ. Λιβαδερού 	16	Ν. Κοζάνης	5862000				3	827
1075	Κ. Λιβαδίων 	51	Ν. Κιλκίς	5761000				3	826
1076	Κ. Λιχάδος 	23	Ν. Ευβοίας	0462000				3	812
1079	Κ. Μακρινίτσης 	41	Ν. Μαγνησίας	4363000				3	835
1082	Κ. Ματσουκίου 	3	Ν. Ιωαννίνων	3367000				3	820
1083	Κ. Μελισσουργών 	46	Ν. Άρτας	3163000				3	804
1084	Κ. Μεσολουρίου 	24	Ν. Γρεβενών	5163000				3	808
1085	Κ. Μηλέας 	3	Ν. Ιωαννίνων	3368000				3	820
1086	Κ. Μυροφύλλου 	54	Ν. Τρικάλων	4462000				3	846
1088	Κ. Νεράιδας 	54	Ν. Τρικάλων	4463000				3	846
1090	Κ. Νήσου Ιωαννίνων 	3	Ν. Ιωαννίνων	3369000				3	820
1091	Κ. Νυμφαίου 	21	Ν. Φλώρινας	6364000				3	848
1097	Κ. Οργάνης 	28	Ν. Ροδόπης	7363000				3	843
1098	Κ. Ορεινής 	15	Ν. Σερρών	6264000				3	845
1101	Κ. Παπίγκου 	3	Ν. Ιωαννίνων	3370000				3	820
1102	Κ. Παυλιανής 	18	Ν. Φθιώτιδας	0661000				3	847
1103	Κ. Πενταλόφου 	16	Ν. Κοζάνης	5863000				3	827
1105	Κ. Πέρδικας 	53	Ν.Θεσπρωτίας	3261000				3	818
1106	Κ. Περιβολίου 	24	Ν. Γρεβενών	5164000				3	808
1110	Κ. Προμαχώνος 	15	Ν. Σερρών	6265000				3	845
1111	Κ. Πωγωνιανής 	3	Ν. Ιωαννίνων	3371000				3	820
1113	Κ. Σαμαρίνης 	24	Ν. Γρεβενών	5165000				3	808
1115	Κ. Σατρών 	49	Ν. Ξάνθης	7263000				3	837
1116	Κ. Σελέρου 	49	Ν. Ξάνθης	7264000				3	837
1117	Κ. Σιδηρόνερου 	35	Ν. Δράμας	5261000				3	809
1119	Κ. Σιράκου 	3	Ν. Ιωαννίνων	3372000				3	820
1121	Κ. Σμίξης 	24	Ν. Γρεβενών	5166000				3	808
1122	Κ. Σουλίου 	53	Ν.Θεσπρωτίας	3262000				3	818
1126	Κ. Τρικερίου 	41	Ν. Μαγνησίας	4364000				3	835
1127	Κ. Τρικόρφου 	52	Ν. Μεσσηνίας	1761000				3	836
1128	Κ. Τριπύλας 	52	Ν. Μεσσηνίας	1762000				3	836
1129	Κ. Τυμφρηστού 	18	Ν. Φθιώτιδας	0662000				3	847
1130	Κ. Φιλιππαίων 	24	Ν. Γρεβενών	5167000				3	808
1132	Κ. Φούρκας 	3	Ν. Ιωαννίνων	3373000				3	820
466	Καβάλα	43	Ν. Καβάλας	5501000				3	821
291-233	Καβούρι	291	Βουλιαγμένη		233			4	314
467	Καισαριανή	61	 Κεντρικά & Νότια Προάστια	9920000				3	315
517-118	Κακή Θάλασσα	517	Κερατέα		642			4	805
702-384	Κάκκαβας	702	Νέα Ιωνία		384			4	412
468	Καλάβρυτα	20	Ν. Αχαΐας	1310000				3	806
156-155	Καλαμάκι	156	Άλιμος		155			4	302
470	Καλαμάτα	52	Ν. Μεσσηνίας	1701000				3	836
1050	Κάλαμος	57	Υπόλοιπο Αττικής	9871000				3	805
1050-9	Κάλαμος	1050	Κάλαμος		533			4	805
471	Καλαμπάκα	54	Ν. Τρικάλων	4406000				3	846
624-99	Καλέντζι (Βόθων)	624	Μαραθώνας		623			4	805
475	Καλλιθέα	61	 Κεντρικά & Νότια Προάστια	9921000				3	316
63-438	Καλλίπολη	63	 Πειραιάς		438			3	503
59-28-102	Καλλιρρόης	59-28	Νέος Κόσμος		102			4	132
841-45	Καλλιτεχνούπολη	841	Ραφήνα		569			4	805
332-272	Καλογήρων 	332	Δάφνη		272			4	310
483-17	Καλύβια Θορικού	483	Καλύβια Θωρικού		541			4	805
483	Καλύβια Θωρικού	57	Υπόλοιπο Αττικής	9811000				3	805
484	Κάλυμνος	50	Δωδεκάνησα	8110000				2	810
485	Καματερό	62	 Κεντρικά & Δυτικά Προάστια 	9922000				3	410
488	Καμένα Βούρλα	18	Ν. Φθιώτιδας	0612000				3	847
63-448	Καμίνια	63	 Πειραιάς		448			3	504
851-90	Κανάκια	851	Σαλαμίνα		614			4	805
425-299	Καναπίτσα 	425	Ηράκλειο 		299			4	211
654-365	Καναπίτσα 	654	Μεταμόρφωση		365			4	411
419-297	Κανάρια	419	Ηλιούπολη		297			4	313
1053	Καπανδρίτι	57	Υπόλοιπο Αττικής	9872000				3	805
1053-27	Καπανδρίτι	1053	Καπανδρίτι		551			4	805
122-33	Καπιτένια	122	Άγιος Στέφανος 		33			4	202
304-249	Καραγιαννέικα	304	Γαλάτσι		249			4	406
493	Καρδίτσα	45	Ν. Καρδίτσας	4101000				3	822
298-238	Καρέας	298	Βύρωνας		238			4	308
563-47	Καρελάς	563	Κορωπί		571			4	805
790-460	Καριώτικα	790	Πέραμα		460			4	607
165-175	Καρπάθικα	165	Μαρούσι		175			4	215
496	Κάρπαθος	50	Δωδεκάνησα	8112000				2	810
497	Καρπενήσι	5	Ν. Ευρυτανίας	0501000				3	813
499	Κάρυστος	23	Ν. Ευβοίας	0413000				3	812
500	Κάσος	50	Δωδεκάνησα	8113000				2	810
63-440	Καστέλα (Προφήτης Ηλίας)	63	 Πειραιάς		440			3	505
636	Καστελόριζο	50	Δωδεκάνησα	8118000				2	810
505	Καστοριά	33	Ν. Καστοριάς	5601000				3	823
699-373	Καστρί 	699	Νέα Ερυθραία 		373			4	217
699-371	Καστρίτσα	699	Νέα Ερυθραία 		371			4	217
722-424	Κατράκειο Θέατρο - Άλσος Δεξαμενής	722	Νίκαια 		424			4	606
137-140	Κάτω Αιγάλεω	137	Αιγάλεω 		140			4	403
290-227	Κάτω Βούλα	290	Βούλα		227			4	306
377-287	Κάτω Ελληνικό	377	Ελληνικό		287			4	311
419-296	Κάτω Ηλιούπολη	419	Ηλιούπολη		296			4	313
702-385	Κάτω Καλογρέζα	702	Νέα Ιωνία		385			4	412
522-341	Κάτω Κηφισιά	522	Κηφισιά		341			4	212
510	Κάτω Νευροκόπι	35	Ν. Δράμας	5204000				3	809
59-29-107	Κάτω Πατήσια	59-29	Νιρβάνα		107			4	135
59-35-121	Κάτω Πετράλωνα	59-35	Πετράλωνα		121			4	137
801-483	Κάτω Πεύκη	801	Πεύκη 		483			4	221
583-52	Κάτω Ποσειδωνία 	583	Λάυριο		576			4	805
624-110	Κάτω Σούλι	624	Μαραθώνας		634			4	805
377-284	Κάτω Σούρμενα	377	Ελληνικό		284			4	311
980-508	Κάτω Χαλάνδρι	980	Χαλάνδρι		508			4	225
425-302	Κάτω Ψαλίδι	425	Ηράκλειο 		302			4	211
512	Κέα	36	Κυκλάδες	8209000				2	829
63-454	Κεντρικός Λιμένας	63	 Πειραιάς		454			3	506
122-32	Κέντρο	122	Άγιος Στέφανος 		32			4	202
1017-185	Κέντρο	1017	Άνοιξη		185			4	204
195-188	Κέντρο	195	Άνω Λιόσια		188			4	404
215-195	Κέντρο	215	Αργυρούπολη		195			4	303
729-673	Κέντρο	729	Δ. Νίκαιας 		673			4	832
59-15-74	Κέντρο	59-15	Εμπορικό Τρίγωνο - Πλάκα		74			4	151
417-289	Κέντρο	417	Ζωγράφου		289			4	312
475-317	Κέντρο	475	Καλλιθέα		317			4	316
522-344	Κέντρο	522	Κηφισιά		344			4	212
165-176	Κέντρο	165	Μαρούσι		176			4	215
702-387	Κέντρο	702	Νέα Ιωνία		387			4	412
708-391	Κέντρο	708	Νέα Σμύρνη		391			4	317
754-678	Κέντρο	754	Παλαιό Φάληρο 		678			4	318
758-130	Κέντρο	758	Παλλήνη 		655			4	218
911-489	Κέντρο	911	Ταύρος 		489			4	608
945-490	Κέντρο	945	Υμηττός 		490			4	319
63-458	Κέντρο 	63	 Πειραιάς		658			3	506
106-5	Κέντρο 	106	Αγία Βαρβάρα 		5			4	401
103-38	Κέντρο 	103	Άγιοι Ανάργυροι		38			4	402
110-26	Κέντρο 	110	Άγιος Δημήτριος		26			4	301
113-30	Κέντρο 	113	Άγιος Ιωάννης Ρέντη 		30			4	601
268-220	Κέντρο 	268	Βάρη		220			4	304
291-235	Κέντρο 	291	Βουλιαγμένη		235			4	307
297-236	Κέντρο 	297	Βριλήσσια		236			4	205
308-253	Κέντρο 	308	Γέρακας 		253			4	206
317-263	Κέντρο 	317	Γλυφάδα		263			4	309
425-304	Κέντρο 	425	Ηράκλειο 		304			4	211
454-410	Κέντρο 	454	Ίλιον (Νέα Λιόσια)		410			4	409
1068-354	Κέντρο 	1068	Κρυονέρι		354			4	805
608-357	Κέντρο 	608	Λυκόβρυση 		357			4	214
654-362	Κέντρο 	654	Μεταμόρφωση		362			4	411
699-374	Κέντρο 	699	Νέα Ερυθραία 		374			4	217
711-407	Κέντρο 	711	Νέα Χαλκηδόνα		407			4	414
790-459	Κέντρο 	790	Πέραμα		459			4	607
793-468	Κέντρο 	793	Περιστέρι		468			4	415
800-477	Κέντρο 	800	Πετρούπολη		477			4	416
1123-485	Κέντρο 	1123	Σταμάτα		485			4	223
258-202	Κέντρο (Παλαιό Μενίδι)	258	Αχαρνές (Μενίδι)		202			4	405
59-19	Κεραμεικός	59	 Κέντρο Αθήνας		710			3	116
59-19-84	Κεραμεικός	59-19	Κεραμεικός		84			4	116
517	Κερατέα	57	Υπόλοιπο Αττικής	9812000				3	805
517-48	Κερατέα	517	Κερατέα		572			4	805
518	Κερατσίνι 	64	 Υπόλοιπο Πειραιά	9606000				3	603
55	Κέρκυρα	99	 Νησιά Ιονίου	22000000 				2	824
522-336	Κεφαλάρι	522	Κηφισιά		336			4	212
156-156	Κεφαλλήνων	156	Άλιμος		156			4	302
213	Κεφαλλονιά	99	 Νησιά Ιονίου				M213	2	825
793-480	Κηπούπολη	793	Περιστέρι		480			4	415
800-686	Κηπούπολη	800	Πετρούπολη		686			4	416
522	Κηφισιά	60	 Βόρεια & Ανατολικά Προάστια	9923000				3	212
524	Κιλκίς	51	Ν. Κιλκίς	5701000				3	826
1061	Κίμωλος	36	Κυκλάδες	8265000				2	829
635-75	Κινέττα	635	Μέγαρα		599			4	805
563-40	Κίτσι	563	Κορωπί		564			4	805
529	Κοζάνη	16	Ν. Κοζάνης	5801000				3	827
978-498	Κοίμηση Θεοτόκου	978	Χαϊδάρι		498			4	417
63-443	Κοκκινιά	63	 Πειραιάς		443			3	606
165-171	Κοκκινιά	165	Μαρούσι		171			4	215
710-401	Κόκκινος Μύλος	710	Νέα Φιλαδέλφεια		401			4	413
59-32-114	Κολιάτσου	59-32	Πατήσια		114			4	145
59-85	Κολοκυνθού	59	 Κέντρο Αθήνας		85			3	117
59-86	Κολωνάκι	59	 Κέντρο Αθήνας		86			3	118
851-91	Κολώνες	851	Σαλαμίνα		615			4	805
59-22	Κολωνός	59	 Κέντρο Αθήνας		711			3	119
758-132	Κόμβος Περιφερειακής Υμηττού (Κάντζα)	758	Παλλήνη 		657			4	218
534	Κομοτηνή	28	Ν. Ροδόπης	7301000				3	843
537	Κόνιτσα	3	Ν. Ιωαννίνων	3317000				3	820
119-6	Κοντόπευκο	119	Αγία Παρασκευή 		6			4	201
541	Κόρινθος	29	Ν. Κορίνθου	1501000				3	828
545	Κορυδαλλός 	64	 Υπόλοιπο Πειραιά	9607000				3	604
563	Κορωπί	57	Υπόλοιπο Αττικής	9813000				3	805
563-18	Κορωπί	563	Κορωπί		542			4	805
1065	Κουβαράς	57	Υπόλοιπο Αττικής	9873000				3	805
59-23-90	Κουκάκι	59-23	Κουκάκι - Μακρυγιάννη		90			4	120
59-23	Κουκάκι - Μακρυγιάννη	59	 Κέντρο Αθήνας		712			3	NO
59-19-83	Κουμουνδούρου	59-19	Κεραμεικός		83			4	116
978-504	Κουνελιών	978	Χαϊδάρι		504			4	417
59-6-49	Κουντουριώτικα	59-6	Αμπελόκηποι		49			4	107
1066	Κουφονήσια	36	Κυκλάδες	8266000				2	829
110-24	Κοψαχείλα	110	Άγιος Δημήτριος		24			4	301
754-674	Κοψαχείλα	754	Παλαιό Φάληρο 		674			4	318
556	Κρανίδι	42	Ν. Αργολίδας	1108000				3	802
304-247	Κρητικά	304	Γαλάτσι		247			4	406
281-65	Κρύο Πηγάδι	281	Βίλια		589			4	805
1068	Κρυονέρι	60	 Βόρεια & Ανατολικά Προάστια	9874000				3	213
565	Κύθηρα	99	 Νησιά Ιονίου	9608000				2	869
156-159	Κυθηρίων - Πανί	156	Άλιμος		159			4	302
566	Κύθνος	36	Κυκλάδες	8211000				2	829
36	Κυκλάδες			82000000 				1	829
506	Κυλλήνη	44	Ν. Ηλείας	1413000				3	815
567	Κύμη	23	Ν. Ευβοίας	0416000				3	812
59-28-101	Κυνοσάργους	59-28	Νέος Κόσμος		101			4	132
169-78	Κυνόσουρα	851	Σαλαμίνα		602			4	805
59-91	Κυψέλη	59	 Κέντρο Αθήνας		91			3	121
344	Κως	50	Δωδεκάνησα				M344	2	810
483-56	Λαγονήσι (Παραλία)	483	Καλύβια Θωρικού		580			4	805
702-383	Λαζάρου	702	Νέα Ιωνία		383			4	412
258-214	Λαθέα	258	Αχαρνές (Μενίδι)		214			4	405
268-224	Λαθούριζα	268	Βάρη		224			4	304
576	Λαμία	18	Ν. Φθιώτιδας	0601000				3	847
59-8-57	Λαμπρινή	59-8	Άνω Πατήσια		57			4	135
304-246	Λαμπρινή 	304	Γαλάτσι		246			4	406
580	Λάρισα	8	Ν. Λάρισας	4201000				3	832
583-7	Λαύριο	583	Λάυριο		531			4	805
583	Λάυριο	57	Υπόλοιπο Αττικής	9814000				3	805
113-31	Λαχαναγορά	113	Άγιος Ιωάννης Ρέντη 		31			4	601
583-54	Λεγρενά	583	Λάυριο		578			4	805
589	Λειψοί	50	Δωδεκάνησα	8115000				2	810
758-131	Λεοντάρι (Κάντζα)	758	Παλλήνη 		656			4	218
591	Λέρος	50	Δωδεκάνησα	8116000				2	810
37	Λευκάδα	99	 Νησιά Ιονίου	24000000 				2	833
598	Λεχαινά	44	Ν. Ηλείας	1416000				3	815
599	Λεωνίδιο	32	Ν. Αρκαδίας	1214000				3	803
585	Λιβαδειά	38	Ν. Βοιωτίας	0301000				3	807
602	Λιδωρίκι	6	Ν. Φωκίδας	0710000				3	849
518-322	Λιμάνι 	518	Κερατσίνι 		322			4	603
195-192	Λίμνη	195	Άνω Λιόσια		192			4	404
137-151	Λιούμη	137	Αιγάλεω 		151			4	403
355-277	Λιπάσματα	355	Δραπετσώνα 		277			4	602
654-368	Λόγγος	654	Μεταμόρφωση		368			4	411
106-3	Λοιμωδών	106	Αγία Βαρβάρα 		3			4	401
281-67	Λούμπα	281	Βίλια		591			4	805
606	Λουτράκι	29	Ν. Κορίνθου	1507000				3	828
707-125	Λουτρόπυργος	707	Νέα Πέραμος		648			4	805
59-5-46	Λόφος Ακρόπολης	59-5	Ακρόπολη		46			4	106
793-470	Λόφος Αξιωματικών	793	Περιστέρι		470			4	415
419-294	Λόφος Γερμανού	419	Ηλιούπολη		294			4	313
59-28-100	Λόφος Λαμπράκη	59-28	Νέος Κόσμος		100			4	132
475-316	Λόφος Σικελίας	475	Καλλιθέα		316			4	316
59-22-88	Λόφος Σκουζέ	59-22	Κολωνός		88			4	125
59-26-96	Λόφος Στρέφη	59-26	Μουσείο - Εξάρχεια - Νεάπολη		96			4	131
475-313	Λόφος Φιλαρέτου	475	Καλλιθέα		313			4	316
59-92	Λυκαβηττός	59	 Κέντρο Αθήνας		92			3	126
608	Λυκόβρυση 	60	 Βόρεια & Ανατολικά Προάστια	9924000				3	214
258-208	Λυκότρυπα	258	Αχαρνές (Μενίδι)		208			4	405
1077	Μαγούλα	57	Υπόλοιπο Αττικής	9761000				3	805
710-403	Μάδυτος	710	Νέα Φιλαδέλφεια		403			4	413
620-120	Μακρυάμμος	620	Μάνδρα		644			4	805
59-23-89	Μακρυγιάννη (Ακρόπολη)	59-23	Κουκάκι - Μακρυγιάννη		89			4	127
1080	Μαλακάσα	57	Υπόλοιπο Αττικής	9875000				3	805
1080-29	Μαλακάσα	1080	Μαλακάσα		553			4	805
618	Μαλεσίνα	18	Ν. Φθιώτιδας	0615000				3	847
620	Μάνδρα	57	Υπόλοιπο Αττικής	9707000				3	805
620-37	Μάνδρα	620	Μάνδρα		561			4	805
63-452	Μανιάτικα	63	 Πειραιάς		452			3	501
624	Μαραθώνας	57	Υπόλοιπο Αττικής	9815000				3	805
624-42	Μαραθώνας	624	Μαραθώνας		566			4	805
626	Μαρκόπουλο	57	Υπόλοιπο Αττικής	9816000				3	805
626-19	Μαρκόπουλο 	626	Μαρκόπουλο		543			4	805
1081	Μαρκόπουλο Ωρωπού 	57	Υπόλοιπο Αττικής	9876000				3	805
627	Μαρμάρι	23	Ν. Ευβοίας	0418000				3	812
851-93	Μαρούδι	851	Σαλαμίνα		617			4	805
165	Μαρούσι	60	 Βόρεια & Ανατολικά Προάστια	9908000				3	215
706-122	Μάτι	706	Νέα Μάκρη		646			4	805
258-203	Μεγάλα Σχοίνα Α'	258	Αχαρνές (Μενίδι)		203			4	405
258-205	Μεγάλα Σχοίνα Β'	258	Αχαρνές (Μενίδι)		205			4	405
631	Μεγαλόπολη	32	Ν. Αρκαδίας	1216000				3	803
635	Μέγαρα	57	Υπόλοιπο Αττικής	9708000				3	805
635-73	Μέγαρα	635	Μέγαρα		597			4	805
638	Μέθανα	42	Ν. Αργολίδας	9609000				3	802
644	Μελίσσια	60	 Βόρεια & Ανατολικά Προάστια	9925000				3	216
650	Μενίδι	7	Ν. Αιτωλοακαρνανίας	0118000				3	801
304-250	Μενιδιάτικα	304	Γαλάτσι		250			4	406
449	Μεσολόγγι	7	Ν. Αιτωλοακαρνανίας	0101000				3	801
258-217	Μεσονύχι	258	Αχαρνές (Μενίδι)		217			4	405
654	Μεταμόρφωση	62	 Κεντρικά & Δυτικά Προάστια 	9926000				3	411
298-243	Μεταμόρφωση	298	Βύρωνας		243			4	308
980-516	Μεταμόρφωση	980	Χαλάνδρι		516			4	225
59-3-43	Μεταξουργείο	59-3	Άγιος Κωνσταντίνος - Πλατεία Βάθης		43			4	128
59-44-136	Μετς	59-44	Στάδιο		136			4	129
656	Μέτσοβο	3	Ν. Ιωαννίνων	3319000				3	820
268-219	Μηλαδέζα	268	Βάρη		219			4	304
1080-108	Μήλεσι	1080	Μαλακάσα		632			4	805
659	Μήλος	36	Κυκλάδες	8212000				2	829
722-414	Μητρόπολη	722	Νίκαια 		414			4	606
63-439	Μικρολίμανο	63	 Πειραιάς		439			3	505
517-51	Μικρολίμανο 	517	Κερατέα		575			4	805
1053-107	Μικροχώρι	1053	Καπανδρίτι		631			4	805
454-672	Μιχελή	454	Ίλιον (Νέα Λιόσια)		672			4	409
666	Μολάοι	9	Ν. Λακωνίας	1611000				3	830
59-15-77	Μοναστηράκι	59-15	Εμπορικό Τρίγωνο - Πλάκα		77			4	130
110-16	Μοναστήριο	110	Άγιος Δημήτριος		16			4	301
668	Μονεμβασιά	9	Ν. Λακωνίας	1612000				3	830
699-370	Μορτερό	699	Νέα Ερυθραία 		370			4	217
669	Μοσχάτο 	64	 Υπόλοιπο Πειραιά	9927000				3	605
59-26-97	Μουσείο	59-26	Μουσείο - Εξάρχεια - Νεάπολη		97			4	131
