Map_Id	Map_Label	Parent_id	Parent_Area	NGI_POLYGON_ID	Geo_PolygonID	LOGICAL_GROUPING	MISSING_SHAPE_FILE	Level	Old ΧΕ Area ID
462	Δ. Ιωλκού 	41	Ν. Μαγνησίας	4310000				3	835
464	Δ. Ίωνος Δραγούμη 	33	Ν. Καστοριάς	5607000				3	823
465	Δ. Κ. Μητρουσίου 	15	Ν. Σερρών	6208000				3	845
472	Δ. Καλαμπακίου 	35	Ν. Δράμας	5203000				3	809
473	Δ. Καλλιδένδρου 	54	Ν. Τρικάλων	4407000				3	846
474	Δ. Καλλιέων 	6	Ν. Φωκίδας	0709000				3	849
476	Δ. Καλλιθέας 	69	 Υπόλοιπο Ν. Θεσσαλονίκης	5420000				3	819999
478	Δ. Καλλικράτειας 	14	Ν. Χαλκιδικής	6405000				2	850004
479	Δ. Καλλινδοίων	69	 Υπόλοιπο Ν. Θεσσαλονίκης	5421000				3	819999
480	Δ. Καλλιφώνου 	45	Ν. Καρδίτσας	4107000				3	822
482	Δ. Καλπακίου 	3	Ν. Ιωαννίνων	3314000				3	820
486	Δ. Καμβουνίων 	16	Ν. Κοζάνης	5810000				3	827
489	Δ. Κάμπου 	45	Ν. Καρδίτσας	4108000				3	822
491	Δ. Καντάνου 	30	Ν. Χανίων	9411000				3	851
494	Δ. Κάρλας 	41	Ν. Μαγνησίας	4311000				3	835
501	Δ. Κασσάνδρας 	14	Ν. Χαλκιδικής	6406000				2	850005
503	Δ. Καστανιάς 	54	Ν. Τρικάλων	4408000				3	846
504	Δ. Καστελλίου 	10	Ν. Ηρακλείου	9114000				3	817
507	Δ. Κατερίνης 	1	Ν. Πιερίας	6101000				3	840
508	Δ. Κατσανοχωρίων 	3	Ν. Ιωαννίνων	3315000				3	820
509	Δ. Κάτω Κλεινών 	21	Ν. Φλώρινας	6304000				3	848
511	Δ. Κάτω Ολύμπου 	8	Ν. Λάρισας	4211000				3	832
513	Δ. Κεκροπίας 	7	Ν. Αιτωλοακαρνανίας	0115000				3	801
514	Δ. Κεντρικου Ζαγορίου 	3	Ν. Ιωαννίνων	3316000				3	820
515	Δ. Κεραμιών 	30	Ν. Χανίων	9412000				3	851
516	Δ. Κεραμωτής 	43	Ν. Καβάλας	5505000				3	821
519	Δ. Κερκίνης 	15	Ν. Σερρών	6209000				3	845
521	Δ. Κηρέως 	23	Ν. Ευβοίας	0414000				3	812
523	Δ. Κιλελέρ 	8	Ν. Λάρισας	4212000				3	832
525	Δ. Κισσάμου 	30	Ν. Χανίων	9413000				3	851
526	Δ. Κλεινοβού 	54	Ν. Τρικάλων	4409000				3	846
527	Δ. Κλεισούρας 	33	Ν. Καστοριάς	5608000				3	823
528	Δ. Κλείτορος	32	Ν. Αρκαδίας	1209000				3	803
530	Δ. Κόζιακα 	54	Ν. Τρικάλων	4410000				3	846
531	Δ. Κοιλάδας 	8	Ν. Λάρισας	4213000				3	832
532	Δ. Κολινδρού 	1	Ν. Πιερίας	6106000				3	840
533	Δ. Κολυμβαρίου 	30	Ν. Χανίων	9414000				3	851
535	Δ. Κομποτίου 	46	Ν. Άρτας	3109000				3	804
536	Δ. Κονιστρών 	23	Ν. Ευβοίας	0415000				3	812
538	Δ. Κοντοβαζαίνης 	32	Ν. Αρκαδίας	1210000				3	803
539	Δ. Κορεστίων 	33	Ν. Καστοριάς	5609000				3	823
542	Δ. Κορινού 	1	Ν. Πιερίας	6107000				3	840
544	Δ. Κορμίστας 	15	Ν. Σερρών	6210000				3	845
546	Δ. Κορυθίου 	32	Ν. Αρκαδίας	1211000				3	803
547	Δ. Κορωνείας	69	 Υπόλοιπο Ν. Θεσσαλονίκης	5422000				3	819999
548	Δ. Κορώνειας 	38	Ν. Βοιωτίας	0312000				3	807
549	Δ. Κορώνης 	52	Ν. Μεσσηνίας	1717000				3	836
550	Δ. Κοσμά του Αιτωλού 	24	Ν. Γρεβενών	5107000				3	808
551	Δ. Κουλούκωνα 	40	Ν. Ρεθύμνου	9305000				3	842
552	Δ. Κουρητών 	40	Ν. Ρεθύμνου	9306000				3	842
553	Δ. Κουτσοποδίου 	42	Ν. Αργολίδας	1107000				3	802
554	Δ. Κουφαλίων	69	 Υπόλοιπο Ν. Θεσσαλονίκης	5423000				3	819999
555	Δ. Κοφινά 	10	Ν. Ηρακλείου	9115000				3	817
557	Δ. Κραννώνος 	8	Ν. Λάρισας	4214000				3	832
558	Δ. Κροκεών 	9	Ν. Λακωνίας	1610000				3	830
559	Δ. Κρουσσών 	51	Ν. Κιλκίς	5707000				3	826
560	Δ. Κρουσώνα 	10	Ν. Ηρακλείου	9116000				3	817
561	Δ. Κρύας Βρύσης 	4	Ν. Πέλλας	5906000				3	839
562	Δ. Κρυονερίδας 	30	Ν. Χανίων	9415000				3	851
564	Δ. Κτημενίων 	5	Ν. Ευρυτανίας	0507000				3	813
568	Δ. Κυπαρισσίας 	52	Ν. Μεσσηνίας	1718000				3	836
569	Δ. Κυπρίνου 	11	Ν. Έβρου	7104000				3	811
570	Δ. Κύρρου 	4	Ν. Πέλλας	5907000				3	839
573	Δ. Λαγκαδά	69	 Υπόλοιπο Ν. Θεσσαλονίκης	5424000				3	819999
574	Δ. Λαγκαδίων 	32	Ν. Αρκαδίας	1212000				3	803
575	Δ. Λακέρειας 	8	Ν. Λάρισας	4215000				3	832
577	Δ. Λαμπείας 	44	Ν. Ηλείας	1414000				3	815
578	Δ. Λάμπης 	40	Ν. Ρεθύμνου	9307000				3	842
579	Δ. Λαππαίων 	40	Ν. Ρεθύμνου	9308000				3	842
581	Δ. Λαρισσού 	20	Ν. Αχαΐας	1311000				3	806
582	Δ. Λασιώνος 	44	Ν. Ηλείας	1415000				3	815
584	Δ. Λαχανά	69	 Υπόλοιπο Ν. Θεσσαλονίκης	5425000				3	819999
586	Δ. Λεβιδίου 	32	Ν. Αρκαδίας	1213000				3	803
587	Δ. Λειανοκλαδίου 	18	Ν. Φθιώτιδας	0613000				3	847
590	Δ. Λέρνας 	42	Ν. Αργολίδας	1109000				3	802
593	Δ. Λευκασίου 	20	Ν. Αχαΐας	1312000				3	806
594	Δ. Λεύκης 	39	Ν. Λασιθίου	9204000				3	831
596	Δ. Λεύκτρου 	52	Ν. Μεσσηνίας	1719000				3	836
597	Δ. Λευκώνα 	15	Ν. Σερρών	6211000				3	845
600	Δ. Ληλαντίων 	23	Ν. Ευβοίας	0417000				3	812
601	Δ. Λιβαδιού 	8	Ν. Λάρισας	4216000				3	832
604	Δ. Λιτόχωρου 	1	Ν. Πιερίας	6108000				3	840
605	Δ. Λούρου 	22	Ν. Πρέβεζας	3405000				3	841
609	Δ. Λυρκείας 	42	Ν. Αργολίδας	1110000				3	802
610	Δ. Μαδύτου	69	 Υπόλοιπο Ν. Θεσσαλονίκης	5426000				3	819999
611	Δ. Μακεδνών 	33	Ν. Καστοριάς	5610000				3	823
612	Δ. Μακεδονίδος 	17	Ν. Ημαθίας	5309000				3	816
613	Δ. Μακρακώμης 	18	Ν. Φθιώτιδας	0614000				3	847
614	Δ. Μακρύ Γιαλού 	39	Ν. Λασιθίου	9205000				3	831
615	Δ. Μακρυνείας 	7	Ν. Αιτωλοακαρνανίας	0116000				3	801
616	Δ. Μακρυχωρίου 	8	Ν. Λάρισας	4217000				3	832
617	Δ. Μαλακασίου 	54	Ν. Τρικάλων	4411000				3	846
619	Δ. Μαλίων 	10	Ν. Ηρακλείου	9117000				3	817
622	Δ. Μαντίνειας 	32	Ν. Αρκαδίας	1215000				3	803
625	Δ. Μαργαριτίου 	53	Ν.Θεσπρωτίας	3203000				3	818
628	Δ. Μαρώνειας 	28	Ν. Ροδόπης	7305000				3	843
630	Δ. Μαστοροχωρίων 	3	Ν. Ιωαννίνων	3318000				3	820
632	Δ. Μεγάλου Αλεξάνδρου 	4	Ν. Πέλλας	5908000				3	839
633	Δ. Μεγάλων Καλυβίων 	54	Ν. Τρικάλων	4412000				3	846
637	Δ. Μεδεώνος 	7	Ν. Αιτωλοακαρνανίας	0117000				3	801
640	Δ. Μεθώνης 	52	Ν. Μεσσηνίας	1720000				3	836
639	Δ. Μεθώνης 	1	Ν. Πιερίας	6109000				3	840
641	Δ. Μελιβοίας 	8	Ν. Λάρισας	4218000				3	832
642	Δ. Μελιγαλά 	52	Ν. Μεσσηνίας	1721000				3	836
643	Δ. Μελίκης 	17	Ν. Ημαθίας	5310000				3	816
646	Δ. Μελίτης 	21	Ν. Φλώρινας	6305000				3	848
647	Δ. Μενελαΐδας 	45	Ν. Καρδίτσας	4109000				3	822
649	Δ. Μενηίδος 	4	Ν. Πέλλας	5909000				3	839
651	Δ. Μεσσαπίων 	23	Ν. Ευβοίας	0419000				3	812
652	Δ. Μεσσάτιδος 	20	Ν. Αχαΐας	1313000				3	806
653	Δ. Μεσσήνης 	52	Ν. Μεσσηνίας	1722000				3	836
655	Δ. Μεταξάδων 	11	Ν. Έβρου	7105000				3	811
658	Δ. Μηλεών 	41	Ν. Μαγνησίας	4312000				3	835
660	Δ. Μητρόπολης 	45	Ν. Καρδίτσας	4110000				3	822
662	Δ. Μιδέας 	42	Ν. Αργολίδας	1111000				3	802
664	Δ. Μόβρης 	20	Ν. Αχαΐας	1314000				3	806
665	Δ. Μοιρών 	10	Ν. Ηρακλείου	9118000				3	817
667	Δ. Μολοσσών 	3	Ν. Ιωαννίνων	3320000				3	820
670	Δ. Μουδανιών 	14	Ν. Χαλκιδικής	6407000				2	850006
672	Δ. Μουζακίου 	45	Ν. Καρδίτσας	4111000				3	822
673	Δ. Μουρεσίου 	41	Ν. Μαγνησίας	4313000				3	835
674	Δ. Μουρικίου 	16	Ν. Κοζάνης	5811000				3	827
675	Δ. Μουριών 	51	Ν. Κιλκίς	5708000				3	826
676	Δ. Μουσούρων 	30	Ν. Χανίων	9416000				3	851
677	Δ. Μπιζανίου 	3	Ν. Ιωαννίνων	3321000				3	820
678	Δ. Μυγδονίας	69	 Υπόλοιπο Ν. Θεσσαλονίκης	5430000				3	819999
679	Δ. Μυθήμνης 	30	Ν. Χανίων	9417000				3	851
681	Δ. Μύκης 	49	Ν. Ξάνθης	7204000				3	837
684	Δ. Μυστρά 	9	Ν. Λακωνίας	1613000				3	830
686	Δ. Μώλου 	18	Ν. Φθιώτιδας	0616000				3	847
689	Δ. Ναρθακίου 	8	Ν. Λάρισας	4219000				3	832
694	Δ. Νεάπολης 	7	Ν. Αιτωλοακαρνανίας	0120000				3	801
695	Δ. Νεάπολης 	16	Ν. Κοζάνης	5812000				3	827
693	Δ. Νεάπολης 	39	Ν. Λασιθίου	9206000				3	831
696	Δ. Νέας Αγχιάλου 	41	Ν. Μαγνησίας	4314000				3	835
697	Δ. Νέας Αλικαρνασσού 	10	Ν. Ηρακλείου	9119000				3	817
700	Δ. Νέας Ζίχνης 	15	Ν. Σερρών	6212000				3	845
701	Δ. Νέας Ιωνίας 	41	Ν. Μαγνησίας	4315000				3	835
703	Δ. Νέας Κίου 	42	Ν. Αργολίδας	1113000				3	802
705	Δ. Νέας Κυδωνίας 	30	Ν. Χανίων	9418000				3	851
712	Δ. Νεβρόπολης Αγράφων 	45	Ν. Καρδίτσας	4112000				3	822
714	Δ. Νέου Σιδηροχωρίου 	28	Ν. Ροδόπης	7306000				3	843
716	Δ. Νέσσωνος 	8	Ν. Λάρισας	4220000				3	832
717	Δ. Νεστορίου 	33	Ν. Καστοριάς	5611000				3	823
718	Δ. Νέστορος 	52	Ν. Μεσσηνίας	1723000				3	836
719	Δ. Νηλέως 	23	Ν. Ευβοίας	0421000				3	812
720	Δ. Νιάτων 	9	Ν. Λακωνίας	1614000				3	830
721	Δ. Νιγρίτης 	15	Ν. Σερρών	6213000				3	845
729	Δ. Νίκαιας 	8	Ν. Λάρισας	4221000				3	832
730	Δ. Νικηφόρου 	35	Ν. Δράμας	5205000				3	809
723	Δ. Νικηφόρου Φωκά 	40	Ν. Ρεθύμνου	9309000				3	842
724	Δ. Νίκου Καζαντζάκη 	10	Ν. Ηρακλείου	9120000				3	817
728	Δ. Ξηροβουνίου 	46	Ν. Άρτας	3110000				3	804
732	Δ. Ξυνιάδος 	18	Ν. Φθιώτιδας	0617000				3	847
733	Δ. Οινιάδων 	7	Ν. Αιτωλοακαρνανίας	0121000				3	801
734	Δ. Οινούντος 	9	Ν. Λακωνίας	1615000				3	830
739	Δ. Οιχαλίας 	52	Ν. Μεσσηνίας	1724000				3	836
738	Δ. Οιχαλίας 	54	Ν. Τρικάλων	4413000				3	846
740	Δ. Ολύμπου 	8	Ν. Λάρισας	4222000				3	832
742	Δ. Οπουντίων 	18	Ν. Φθιώτιδας	0618000				3	847
743	Δ. Ορεινού 	43	Ν. Καβάλας	5506000				3	821
745	Δ. Ορεστίδος 	33	Ν. Καστοριάς	5612000				3	823
746	Δ. Ορμυλίας 	14	Ν. Χαλκιδικής	6408000				2	850007
747	Δ. Οροπεδίου Λασιθίου 	39	Ν. Λασιθίου	9207000				3	831
748	Δ. Ορφανού 	43	Ν. Καβάλας	5507000				3	821
749	Δ. Ορφέα 	11	Ν. Έβρου	7107000				3	811
751	Δ. Παγγαίου 	43	Ν. Καβάλας	5508000				3	821
783	Δ. Παΐων 	20	Ν. Αχαΐας	1315000				3	806
755	Δ. Παλαμά 	45	Ν. Καρδίτσας	4113000				3	822
756	Δ. Παληοκάστρου 	54	Ν. Τρικάλων	4414000				3	846
759	Δ. Παλλήνης 	14	Ν. Χαλκιδικής	6409000				2	850008
760	Δ. Παμβώτιδος 	3	Ν. Ιωαννίνων	3322000				3	820
761	Δ. Παμίσου 	45	Ν. Καρδίτσας	4114000				3	822
762	Δ. Παναγίας 	14	Ν. Χαλκιδικής	6410000				2	850009
763	Δ. Παναιτωλικού 	7	Ν. Αιτωλοακαρνανίας	0122000				3	801
767	Δ. Παπαφλέσσα 	52	Ν. Μεσσηνίας	1725000				3	836
768	Δ. Παραβόλας 	7	Ν. Αιτωλοακαρνανίας	0123000				3	801
769	Δ. Παρακαμπυλίων 	7	Ν. Αιτωλοακαρνανίας	0124000				3	801
770	Δ. Παραληθαίων 	54	Ν. Τρικάλων	4415000				3	846
772	Δ. Παραλίας 	20	Ν. Αχαΐας	1316000				3	806
771	Δ. Παραλίας 	1	Ν. Πιερίας	6110000				3	840
773	Δ. Παραμυθιάς 	53	Ν.Θεσπρωτίας	3204000				3	818
774	Δ. Παρανεστίου 	35	Ν. Δράμας	5206000				3	809
775	Δ. Παραποτάμου 	53	Ν.Θεσπρωτίας	3205000				3	818
778	Δ. Παρνασσού 	6	Ν. Φωκίδας	0711000				3	849
780	Δ. Πασαρώνος 	3	Ν. Ιωαννίνων	3323000				3	820
785	Δ. Πελασγίας 	18	Ν. Φθιώτιδας	0619000				3	847
786	Δ. Πελεκάνου 	30	Ν. Χανίων	9419000				3	851
789	Δ. Πελινναίων 	54	Ν. Τρικάλων	4416000				3	846
787	Δ. Πελλάνας 	9	Ν. Λακωνίας	1617000				3	830
788	Δ. Πέλλας 	4	Ν. Πέλλας	5910000				3	839
791	Δ. Περάματος 	3	Ν. Ιωαννίνων	3324000				3	820
792	Δ. Περάσματος 	21	Ν. Φλώρινας	6306000				3	848
794	Δ. Πέτα 	46	Ν. Άρτας	3111000				3	804
795	Δ. Πεταλιδίου 	52	Ν. Μεσσηνίας	1726000				3	836
798	Δ. Πέτρας 	1	Ν. Πιερίας	6111000				3	840
799	Δ. Πετριτσίου 	15	Ν. Σερρών	6214000				3	845
802	Δ. Πηνείας 	44	Ν. Ηλείας	1417000				3	815
803	Δ. Πιαλείων 	54	Ν. Τρικάλων	4417000				3	846
804	Δ. Πιερέων 	43	Ν. Καβάλας	5509000				3	821
805	Δ. Πιερίων 	1	Ν. Πιερίας	6112000				3	840
806	Δ. Πικρολίμνης 	51	Ν. Κιλκίς	5709000				3	826
807	Δ. Πλαστήρα 	45	Ν. Καρδίτσας	4115000				3	822
808	Δ. Πλαταιών 	38	Ν. Βοιωτίας	0315000				3	807
809	Δ. Πλατανιά	30	Ν. Χανίων	9420000				3	851
810	Δ. Πλατάνου 	7	Ν. Αιτωλοακαρνανίας	0125000				3	801
811	Δ. Πλατέος 	17	Ν. Ημαθίας	5312000				3	816
812	Δ. Πλατυκάμπου 	8	Ν. Λάρισας	4223000				3	832
817	Δ. Πολυδάμαντα 	8	Ν. Λάρισας	4224000				3	832
818	Δ. Πολυκάστρου 	51	Ν. Κιλκίς	5710000				3	826
820	Δ. Πορταριάς 	41	Ν. Μαγνησίας	4316000				3	835
823	Δ. Ποταμιάς 	5	Ν. Ευρυτανίας	0508000				3	813
822	Δ. Ποταμιάς 	8	Ν. Λάρισας	4225000				3	832
824	Δ. Πραμάντων 	3	Ν. Ιωαννίνων	3325000				3	820
826	Δ. Πρεσπών 	21	Ν. Φλώρινας	6307000				3	848
827	Δ. Προσοτσάνης 	35	Ν. Δράμας	5207000				3	809
828	Δ. Προυσού 	5	Ν. Ευρυτανίας	0509000				3	813
829	Δ. Πρώτης 	15	Ν. Σερρών	6215000				3	845
830	Δ. Πτελεού 	41	Ν. Μαγνησίας	4317000				3	835
832	Δ. Πύδνας 	1	Ν. Πιερίας	6113000				3	840
836	Δ. Πύλης 	54	Ν. Τρικάλων	4418000				3	846
837	Δ. Πυλλήνης 	7	Ν. Αιτωλοακαρνανίας	0126000				3	801
838	Δ. Πύλου 	52	Ν. Μεσσηνίας	1727000				3	836
839	Δ. Πυνδαίων 	54	Ν. Τρικάλων	4419000				3	846
845	Δ. Ρεντίνας	69	 Υπόλοιπο Ν. Θεσσαλονίκης	5435000				3	819999
844	Δ. Ρεντίνας 	45	Ν. Καρδίτσας	4116000				3	822
847	Δ. Ροδολίβους 	15	Ν. Σερρών	6216000				3	845
849	Δ. Ρούβα 	10	Ν. Ηρακλείου	9121000				3	817
850	Δ. Σαγιάδας 	53	Ν.Θεσπρωτίας	3206000				3	818
854	Δ. Σαπών 	28	Ν. Ροδόπης	7307000				3	843
855	Δ. Σαρανταπόρου 	8	Ν. Λάρισας	4226000				3	832
856	Δ. Σαρωνικού 	29	Ν. Κορίνθου	1510000				3	828
857	Δ. Σελλάνων 	45	Ν. Καρδίτσας	4117000				3	822
858	Δ. Σελλών 	3	Ν. Ιωαννίνων	3326000				3	820
859	Δ. Σερβίων 	16	Ν. Κοζάνης	5814000				3	827
862	Δ. Σηπιάδος 	41	Ν. Μαγνησίας	4318000				3	835
864	Δ. Σιάτιστας 	16	Ν. Κοζάνης	5815000				3	827
865	Δ. Σιβρίτου 	40	Ν. Ρεθύμνου	9310000				3	842
866	Δ. Σιδηροκάστρου 	15	Ν. Σερρών	6217000				3	845
868	Δ. Σικυωνίων 	29	Ν. Κορίνθου	1511000				3	828
869	Δ. Σιταγρών 	35	Ν. Δράμας	5208000				3	809
871	Δ. Σκάλας 	9	Ν. Λακωνίας	1618000				3	830
873	Δ. Σκιλλούντος 	44	Ν. Ηλείας	1418000				3	815
875	Δ. Σκοτούσσης 	15	Ν. Σερρών	6218000				3	845
876	Δ. Σκουτάρεως 	15	Ν. Σερρών	6219000				3	845
877	Δ. Σκύδρας 	4	Ν. Πέλλας	5911000				3	839
878	Δ. Σκυρίτιδας 	32	Ν. Αρκαδίας	1217000				3	803
880	Δ. Σμήνους 	9	Ν. Λακωνίας	1619000				3	830
881	Δ. Σολυγείας 	29	Ν. Κορίνθου	1512000				3	828
883	Δ. Σούρπης 	41	Ν. Μαγνησίας	4321000				3	835
885	Δ. Σοφάδων 	45	Ν. Καρδίτσας	4118000				3	822
886	Δ. Σοχού	69	 Υπόλοιπο Ν. Θεσσαλονίκης	5436000				3	819999
889	Δ. Σπερχειάδος 	18	Ν. Φθιώτιδας	0620000				3	847
891	Δ. Σταγείρων-Ακάνθου 	14	Ν. Χαλκιδικής	6412000				2	850012
893	Δ. Σταυρούπολης 	49	Ν. Ξάνθης	7205000				3	837
894	Δ. Στράτου 	7	Ν. Αιτωλοακαρνανίας	0127000				3	801
895	Δ. Στρυμώνα 	15	Ν. Σερρών	6221000				3	845
896	Δ. Στρυμωνικού 	15	Ν. Σερρών	6220000				3	845
898	Δ. Στυμφαλίας 	29	Ν. Κορίνθου	1513000				3	828
899	Δ. Στυραίων 	23	Ν. Ευβοίας	0423000				3	812
903	Δ. Συμπολιτείας 	20	Ν. Αχαΐας	1318000				3	806
907	Δ. Σώστου 	28	Ν. Ροδόπης	7308000				3	843
908	Δ. Ταμασίου 	45	Ν. Καρδίτσας	4119000				3	822
909	Δ. Ταμιναίων 	23	Ν. Ευβοίας	0424000				3	812
912	Δ. Τεγέας 	32	Ν. Αρκαδίας	1218000				3	803
913	Δ. Τεμένους 	10	Ν. Ηρακλείου	9122000				3	817
914	Δ. Τενέας 	29	Ν. Κορίνθου	1514000				3	828
915	Δ. Τετραφυλίας 	46	Ν. Άρτας	3112000				3	804
916	Δ. Τετραχωρίου 	10	Ν. Ηρακλείου	9123000				3	817
917	Δ. Τζουμέρκων 	3	Ν. Ιωαννίνων	3327000				3	820
920	Δ. Τιθορέας 	18	Ν. Φθιώτιδας	0622000				3	847
921	Δ. Τολοφώνος 	6	Ν. Φωκίδας	0712000				3	849
922	Δ. Τοπείρου 	49	Ν. Ξάνθης	7206000				3	837
923	Δ. Τορώνης 	14	Ν. Χαλκιδικής	6413000				2	850013
924	Δ. Τραγανού 	44	Ν. Ηλείας	1419000				3	815
925	Δ. Τραγίλου 	15	Ν. Σερρών	6222000				3	845
926	Δ. Τραϊανούπολης 	11	Ν. Έβρου	7110000				3	811
928	Δ. Τρίγλιας 	14	Ν. Χαλκιδικής	6414000				2	850014
929	Δ. Τριγώνου 	11	Ν. Έβρου	7111000				3	811
931	Δ. Τρικολώνων 	32	Ν. Αρκαδίας	1219000				3	803
933	Δ. Τριταίας	20	Ν. Αχαΐας	1319000				3	806
934	Δ. Τροιζήνος 	42	Ν. Αργολίδας	9615000				3	802
935	Δ. Τροπαίων 	32	Ν. Αρκαδίας	1220000				3	803
936	Δ. Τσοτιλίου 	16	Ν. Κοζάνης	5816000				3	827
937	Δ. Τυλίσου 	10	Ν. Ηρακλείου	9124000				3	817
938	Δ. Τυμπακίου 	10	Ν. Ηρακλείου	9125000				3	817
939	Δ. Τυμφαίων 	54	Ν. Τρικάλων	4420000				3	846
940	Δ. Τύμφης 	3	Ν. Ιωαννίνων	3328000				3	820
942	Δ. Τυχερού 	11	Ν. Έβρου	7112000				3	811
946	Δ. Υπάτης 	18	Ν. Φθιώτιδας	0623000				3	847
948	Δ. Φαλαισίας 	32	Ν. Αρκαδίας	1221000				3	803
949	Δ. Φαλάνθου 	32	Ν. Αρκαδίας	1222000				3	803
950	Δ. Φαλωρείας 	54	Ν. Τρικάλων	4421000				3	846
951	Δ. Φαναρίου 	22	Ν. Πρέβεζας	3407000				3	841
952	Δ. Φάριδος 	9	Ν. Λακωνίας	1620000				3	830
953	Δ. Φαρκαδόνας 	54	Ν. Τρικάλων	4422000				3	846
954	Δ. Φαρρών 	20	Ν. Αχαΐας	1320000				3	806
956	Δ. Φενεού 	29	Ν. Κορίνθου	1515000				3	828
957	Δ. Φερών 	11	Ν. Έβρου	7113000				3	811
958	Δ. Φερών 	41	Ν. Μαγνησίας	4322000				3	835
959	Δ. Φιγαλείας 	44	Ν. Ηλείας	1420000				3	815
960	Δ. Φιλιατρών 	52	Ν. Μεσσηνίας	1728000				3	836
961	Δ. Φιλιατών 	53	Ν.Θεσπρωτίας	3208000				3	818
962	Δ. Φιλιππιάδος 	22	Ν. Πρέβεζας	3408000				3	841
963	Δ. Φιλίππων 	43	Ν. Καβάλας	5510000				3	821
964	Δ. Φιλλύρας 	28	Ν. Ροδόπης	7309000				3	843
966	Δ. Φιλοθέης 	46	Ν. Άρτας	3113000				3	804
967	Δ. Φιλώτα 	21	Ν. Φλώρινας	6308000				3	848
969	Δ. Φοίνικα 	40	Ν. Ρεθύμνου	9311000				3	842
970	Δ. Φολόης 	44	Ν. Ηλείας	1421000				3	815
971	Δ. Φουρνά 	5	Ν. Ευρυτανίας	0510000				3	813
973	Δ. Φραγκίστας 	5	Ν. Ευρυτανίας	0511000				3	813
974	Δ. Φρε 	30	Ν. Χανίων	9423000				3	851
976	Δ. Φύλλου 	45	Ν. Καρδίτσας	4120000				3	822
977	Δ. Φυτειών	7	Ν. Αιτωλοακαρνανίας	0128000				3	801
979	Δ. Χαιρώνειας 	38	Ν. Βοιωτίας	0318000				3	807
982	Δ. Χάλκειας 	7	Ν. Αιτωλοακαρνανίας	0129000				3	801
983	Δ. Χαλκηδόνος	69	 Υπόλοιπο Ν. Θεσσαλονίκης	5441000				3	819999
988	Δ. Χασίων 	24	Ν. Γρεβενών	5108000				3	808
987	Δ. Χασίων 	54	Ν. Τρικάλων	4423000				3	846
989	Δ. Χερσονήσου 	10	Ν. Ηρακλείου	9126000				3	817
990	Δ. Χέρσου 	51	Ν. Κιλκίς	5711000				3	826
991	Δ. Χιλιοχωρίων 	52	Ν. Μεσσηνίας	1729000				3	836
995	Δ. Χρυσούπολης 	43	Ν. Καβάλας	5511000				3	821
998	Δ. Ωλένης 	44	Ν. Ηλείας	1422000				3	815
999	Δ. Ωλένιας	20	Ν. Αχαΐας	1321000				3	806
1001	Δ. Ωρεών 	23	Ν. Ευβοίας	0425000				3	812
981	Δ.Χαλάστρας	69	 Υπόλοιπο Ν. Θεσσαλονίκης	5440000				3	819999
517-116	Δασκαλειό	517	Κερατέα		640			4	805
978-506	Δάσος	978	Χαϊδάρι		506			4	417
331	Δαυλεία	38	Ν. Βοιωτίας	0306000				3	807
332	Δάφνη	61	 Κεντρικά & Νότια Προάστια	9914000				3	310
978-500	Δαφνί	978	Χαϊδάρι		500			4	417
335	Δελφοί	6	Ν. Φωκίδας	0705000				3	849
980-511	Δημαρχείο	980	Χαλάνδρι		511			4	225
851-95	Δημήτρανη	851	Σαλαμίνα		619			4	805
341	Δημητσάνα	32	Ν. Αρκαδίας	1207000				3	803
119-9	Δημοδιδασκάλων	119	Αγία Παρασκευή 		9			4	201
342	Διακοφτό	20	Ν. Αχαΐας	1307000				3	806
343	Διδυμότειχο	11	Ν. Έβρου	7103000				3	811
624-104	Δικαστικά	624	Μαραθώνας		628			4	805
290-228	Δικηγορικά	290	Βούλα		228			4	306
1036	Διόνυσος	60	 Βόρεια & Ανατολικά Προάστια	9868000				3	208
517-117	Διόνυσος	517	Κερατέα		641			4	805
347	Δίστομο	38	Ν. Βοιωτίας	0308000				3	807
790-463	Διυλιστήρια	790	Πέραμα		463			4	607
1108-62	Διώνη	1108	Πικέρμι		586			4	805
1038	Δονούσα	36	Κυκλάδες	8263000				2	829
59-28-106	Δουργούτι	59-28	Νέος Κόσμος		106			4	132
354	Δράμα	35	Ν. Δράμας	5201000				3	809
355	Δραπετσώνα 	64	 Υπόλοιπο Πειραιά	9605000				3	602
1040	Δροσιά	60	 Βόρεια & Ανατολικά Προάστια	9869000				3	209
1025-119	Δροσοπηγή	1025	Αφίδνες		643			4	805
195-190	Δροσούπολη	195	Άνω Λιόσια		190			4	404
50	Δωδεκάνησα			81000000 				1	810
754-431	Έδεμ	754	Παλαιό Φάληρο 		431			4	318
362	Έδεσσα	4	Ν. Πέλλας	5901000				3	839
110-25	Εθνικής Αντιστάσεως	110	Άγιος Δημήτριος		25			4	301
699-372	Εθνικιστών και Αναπήρων Πολέμου	699	Νέα Ερυθραία 		372			4	217
980-518	Έθνος	980	Χαλάνδρι		518			4	225
1041	Εκάλη	60	 Βόρεια & Ανατολικά Προάστια	9961000				3	210
156-153	Εκτελωνιστών - Εφοριακών	156	Άλιμος		153			4	302
59-9-60	Ελαιώνας	59-9	Βοτανικός		60			4	108
978-499	Ελαιώνας	978	Χαϊδάρι		499			4	417
